,date_time,tweet,link,state,city,anger,happiness,neutral,sadness,worry
0,2020-07-10 11:10:16,"That’s when d role of govts. B’comes v. relevant.

Soon after start of unlock1 #Delhi disbanded earlier expert pan looking on public health, & formed a new group focused on treatment.

What it shud hv done expanded the scope & expertise 2make it broader.

Outcome we hv witnessed.  pic.twitter.com/zdSfvCs0k9",https://twitter.com/DrLahariya/status/1281463229382750209,Delhi,Delhi,0.026597656309604645,0.1685875803232193,0.3681602478027344,0.11462154239416122,0.3220328986644745
1,2020-07-09 12:59:44,"- Delhi trying to chase numbers - #politics in motion 41-50 days
- finally waiting for the #unlock1 - in mind - i will not to go out for sure, this is deadly virus - will kill us all. - 51 -60 days
(meanwhile #sanitizer are not available in the market)",https://twitter.com/sarungss/status/1281128386971291650,Delhi,Delhi,0.04368188604712486,0.0802062600851059,0.21841374039649963,0.2900579571723938,0.3676401376724243
2,2020-07-06 21:37:18,"सरकार कुछ समय के लिए ही आपकी मदद कर सकती है। बाकी समय आप खुद ही खुद  की मदद करेंगे।। #Delhi_से

अपनी सेफ्टी का पूरा ध्यान रखें  #Unlock1 के नियमों का सही से पालन करें,,",https://twitter.com/im_delhi/status/1280171474469314560,Delhi,Delhi,0.04480809345841408,0.14410565793514252,0.3841845393180847,0.16346095502376556,0.2634408175945282
3,2020-07-04 15:58:58,Even Delhi has a software to find out where beds are available. How come Bengaluru being IT capital still dont have such software? Why did BJP govt to waste so much time even when Unlock1.0 was planned? Why did @BSYBJP plan for more beds and continue to rely on contact tracing?,https://twitter.com/praveennayak/status/1279361554320748544,Delhi,Delhi,0.11490361392498016,0.07101798802614212,0.23584508895874023,0.24829235672950745,0.3299409747123718
4,2020-07-04 13:25:40,"ਜਾਣੋ, ਕੋਰੋਨਾ ਨੂੰ ਲੈ ਕੇ ਕੀ ਹੈ ਭਾਰਤ ਦੀ ਸਥਿਤੀ ?

#IndiaGovernment #Delhi #MP #Lockdown #Unlock1 #Curfew #India #IndiaNews #coronavirus #CoronavirusOutbreak #CoronaVirusPandemic #CoronavirusCrisis #CoronaVirusIndia #Covid19 #IndiaFightsCorona pic.twitter.com/fjamEJzTR1",https://twitter.com/ptcnews/status/1279322972973457408,Delhi,Delhi,0.08876233547925949,0.09644696861505508,0.381140798330307,0.09444011002779007,0.33920979499816895
5,2020-07-03 10:09:26,"India has recorded over 6.25 lakh cases of #coronavirus and 18,213 deaths: @MoHFW_INDIA. Here's the state-wise tally 👇 

READ:  https://www.moneycontrol.com/news/trends/health-trends/coronavirus-cases-death-count-state-wise-tally-july-3-latest-news-today-maharashtra-most-affected-5501811.html …
#COVID19 #Lockdown #Unlock1 #Maharashtra #TamilNadu #Delhi  pic.twitter.com/5CmL4h11ay",https://twitter.com/moneycontrolcom/status/1278911201557090304,Delhi,Delhi,0.8304606676101685,0.006320269778370857,0.013225428760051727,0.04131682217121124,0.10867679119110107
6,2020-07-02 20:28:14,"#Delhi #Coronavirus Update (Data of 2 July 2020)
Confirmed cases: 92175
Active cases: 26304
New cases: 2373 
Recovered today: 3015
Death today: 61
#coronavirus #StayHealthy #DelhiFightsCorona #COVID #Unlock1
@DelhiVsCorona @ArvindKejriwal",https://twitter.com/BugleInstant/status/1278704541119078407,Delhi,Delhi,0.052665986120700836,0.03613248094916344,0.21838562190532684,0.1842050999403,0.5086107850074768
7,2020-07-02 16:09:06,"AUTO DRIVER/ऑटो ड्राईवर ने COVID-19 में ऑटो/AUTO को ही बनाया अपना घर.......

#covid-19 #coronavirus #autodriver #coronavirus #covid #coronaoutbreak #autosector #lockdown #unlock1.0 #latestnews #india #delhi #autounion #laatsaab #laatsaabnews #delhinews https://www.youtube.com/watch?v=J-eu8ovirxo …",https://twitter.com/laatsaabnews/status/1278639327845605378,Delhi,Delhi,0.03955009952187538,0.05097781494259834,0.39097049832344055,0.0657508596777916,0.4527507424354553
8,2020-07-01 21:20:47,"#Delhi #coronavirus Update (Data of 1 July 2020)
Confirmed cases: 89802
Active cases: 27007
New cases: 2442
Recovered today: 1644
Death today: 61
#DelhiFightsCorona #coronawarriors #Corona #Unlock1 #UPDATE
@DelhiVsCorona @ArvindKejriwal",https://twitter.com/BugleInstant/status/1278355378095263744,Delhi,Delhi,0.0507352277636528,0.043553147464990616,0.23235304653644562,0.19044651091098785,0.4829120337963104
9,2020-07-01 20:50:17,Just thinking 🤔 #1stJuly #Delhi #lockdown #Unlock1 #LOCKDOWNDIARIES #lockdown2020 #UnlockIndia #BeSafeOutThere #StayAtHome #StaySafeStayHealthy #unlockingindia #July2020 pic.twitter.com/CBBDG5xX8e,https://twitter.com/shree14667178/status/1278347704586899460,Delhi,Delhi,0.029797514900565147,0.12302973866462708,0.4450562596321106,0.16382881999015808,0.23828771710395813
10,2020-07-01 14:22:03,"2)The situation is improving in #Delhi in the last few days. However, there is no room for complacency. This virus is unpredictable. We must continue our efforts with more vigour. 
#coronavirus #Covid_19 #StaySafe
#Unlock1
@ArvindKejriwal",https://twitter.com/BugleInstant/status/1278250002309976064,Delhi,Delhi,0.053373146802186966,0.06329087913036346,0.24939501285552979,0.30443570017814636,0.3295052945613861
11,2020-07-01 10:53:41,"LEAD with DIKSHA an initiative by SCERT Delhi is coming to bring all Educational content for teachers and students to ensure anytime anywhere learning and teaching.
Coming Soon !!
 #DIKSHALEADDELHI #WeCare #DelhiGovtSchool #wednesdaymorning #StayAtHome #education #Unlock1  pic.twitter.com/BnySkaItL5",https://twitter.com/EMC_Delhi/status/1278197562189549568,Delhi,Delhi,0.09951921552419662,0.1844022572040558,0.2999781668186188,0.170724555850029,0.2453758418560028
12,2020-07-02 20:58:20,"અનલોક-2: નડિયાદનું સંતરામ મંદિર ભક્તો માટે બંધ

Know more: https://www.revoi.in/unlock-2-nadiads-santram-temple-closed-for-devotees/ …
#Unlock2 #Unlock #unlock2guidelines #religiousPlaces #Nadiad #SantRamMandir #temples #temple #ahmedabadnews #Ahmedabad #GujaratFightsCovid19 #GujaratiNews #Gujarat #Unlock1 #unlock2guidelines #India",https://twitter.com/revoiindia/status/1278712118276022273,Gujarat,Ahmedabad,0.028145529329776764,0.10231158137321472,0.3814318776130676,0.1961047649383545,0.2920062839984894
